start_time,end_time,value,label,kpi_id
1564588800,1564592400,730,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564592400,1564596000,395,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564596000,1564599600,228,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564599600,1564603200,159,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564603200,1564606800,162,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564606800,1564610400,145,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564610400,1564614000,221,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564614000,1564617600,398,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564617600,1564621200,746,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564621200,1564624800,1296,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564624800,1564628400,1748,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564628400,1564632000,2248,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564632000,1564635600,2537,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564635600,1564639200,2540,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564639200,1564642800,2588,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564642800,1564646400,2437,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564646400,1564650000,2431,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564650000,1564653600,2647,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564653600,1564657200,2844,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564657200,1564660800,2286,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564660800,1564664400,1853,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564664400,1564668000,1636,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564668000,1564671600,1305,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564671600,1564675200,862,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564675200,1564678800,570,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564678800,1564682400,334,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564682400,1564686000,180,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564686000,1564689600,116,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564689600,1564693200,105,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564693200,1564696800,110,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564696800,1564700400,177,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564700400,1564704000,338,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564704000,1564707600,675,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564707600,1564711200,1231,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564711200,1564714800,1778,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564714800,1564718400,2343,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564718400,1564722000,2590,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564722000,1564725600,2350,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564725600,1564729200,2362,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564729200,1564732800,2370,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564732800,1564736400,2414,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564736400,1564740000,2588,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564740000,1564743600,2576,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564743600,1564747200,2211,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564747200,1564750800,1820,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564750800,1564754400,1664,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564754400,1564758000,1303,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564758000,1564761600,821,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564761600,1564765200,513,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564765200,1564768800,259,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564768800,1564772400,147,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564772400,1564776000,103,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564776000,1564779600,89,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564779600,1564783200,97,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564783200,1564786800,248,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564786800,1564790400,807,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564790400,1564794000,1879,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564794000,1564797600,2696,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564797600,1564801200,3134,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564801200,1564804800,3500,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564804800,1564808400,3833,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564808400,1564812000,3594,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564812000,1564815600,3644,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564815600,1564819200,3736,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564819200,1564822800,3882,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564822800,1564826400,4070,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564826400,1564830000,4232,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564830000,1564833600,3331,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564833600,1564837200,2364,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564837200,1564840800,1965,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564840800,1564844400,1500,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564844400,1564848000,921,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564848000,1564851600,531,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564851600,1564855200,270,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564855200,1564858800,147,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564858800,1564862400,104,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564862400,1564866000,99,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564866000,1564869600,103,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564869600,1564873200,250,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564873200,1564876800,770,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564876800,1564880400,1609,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564880400,1564884000,2436,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564884000,1564887600,2949,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564887600,1564891200,3444,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564891200,1564894800,3807,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564894800,1564898400,3590,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564898400,1564902000,3588,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564902000,1564905600,3649,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564905600,1564909200,3817,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564909200,1564912800,4045,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564912800,1564916400,4331,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564916400,1564920000,3479,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564920000,1564923600,2423,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564923600,1564927200,2018,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564927200,1564930800,1627,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564930800,1564934400,1012,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564934400,1564938000,539,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564938000,1564941600,269,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564941600,1564945200,156,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564945200,1564948800,101,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564948800,1564952400,91,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564952400,1564956000,99,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564956000,1564959600,255,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564959600,1564963200,752,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564963200,1564966800,1640,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564966800,1564970400,2404,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564970400,1564974000,2988,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564974000,1564977600,3458,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564977600,1564981200,3768,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564981200,1564984800,3534,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564984800,1564988400,3565,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564988400,1564992000,3603,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564992000,1564995600,3755,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564995600,1564999200,4042,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1564999200,1565002800,4321,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565002800,1565006400,3379,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565006400,1565010000,2352,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565010000,1565013600,1912,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565013600,1565017200,1571,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565017200,1565020800,1021,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565020800,1565024400,533,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565024400,1565028000,281,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565028000,1565031600,154,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565031600,1565035200,104,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565035200,1565038800,85,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565038800,1565042400,107,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565042400,1565046000,253,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565046000,1565049600,743,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565049600,1565053200,1647,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565053200,1565056800,2447,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565056800,1565060400,2991,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565060400,1565064000,3540,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565064000,1565067600,3893,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565067600,1565071200,3641,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565071200,1565074800,3724,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565074800,1565078400,3733,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565078400,1565082000,3964,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565082000,1565085600,4306,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565085600,1565089200,4611,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565089200,1565092800,3718,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565092800,1565096400,2548,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565096400,1565100000,2205,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565100000,1565103600,1692,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565103600,1565107200,1068,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565107200,1565110800,737,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565110800,1565114400,388,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565114400,1565118000,223,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565118000,1565121600,142,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565121600,1565125200,151,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565125200,1565128800,125,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565128800,1565132400,217,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565132400,1565136000,492,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565136000,1565139600,1128,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565139600,1565143200,2067,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565143200,1565146800,3207,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565146800,1565150400,3278,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565150400,1565154000,3523,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565154000,1565157600,3542,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565157600,1565161200,3292,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565161200,1565164800,3111,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565164800,1565168400,3170,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565168400,1565172000,3410,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565172000,1565175600,3368,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565175600,1565179200,2751,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565179200,1565182800,2099,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565182800,1565186400,1901,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565186400,1565190000,1421,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565190000,1565193600,968,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565193600,1565197200,659,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565197200,1565200800,370,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565200800,1565204400,229,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565204400,1565208000,149,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565208000,1565211600,143,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565211600,1565215200,138,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565215200,1565218800,181,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565218800,1565222400,357,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565222400,1565226000,715,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565226000,1565229600,1200,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565229600,1565233200,1742,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565233200,1565236800,2243,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565236800,1565240400,2615,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565240400,1565244000,2670,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565244000,1565247600,2587,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565247600,1565251200,2588,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565251200,1565254800,2618,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565254800,1565258400,2770,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565258400,1565262000,2769,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565262000,1565265600,2330,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565265600,1565269200,1778,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565269200,1565272800,1531,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565272800,1565276400,1301,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565276400,1565280000,848,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565280000,1565283600,486,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565283600,1565287200,231,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565287200,1565290800,131,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565290800,1565294400,86,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565294400,1565298000,74,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565298000,1565301600,96,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565301600,1565305200,262,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565305200,1565308800,770,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565308800,1565312400,1840,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565312400,1565316000,2596,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565316000,1565319600,3472,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565319600,1565323200,3686,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565323200,1565326800,3895,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565326800,1565330400,3666,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565330400,1565334000,3692,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565334000,1565337600,3730,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565337600,1565341200,3878,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565341200,1565344800,4130,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565344800,1565348400,4411,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565348400,1565352000,3434,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565352000,1565355600,2333,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565355600,1565359200,1920,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565359200,1565362800,1539,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565362800,1565366400,954,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565366400,1565370000,522,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565370000,1565373600,272,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565373600,1565377200,145,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565377200,1565380800,97,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565380800,1565384400,85,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565384400,1565388000,107,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565388000,1565391600,265,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565391600,1565395200,773,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565395200,1565398800,1904,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565398800,1565402400,2605,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565402400,1565406000,3503,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565406000,1565409600,3693,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565409600,1565413200,3927,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565413200,1565416800,3589,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565416800,1565420400,3627,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565420400,1565424000,3692,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565424000,1565427600,3833,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565427600,1565431200,4235,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565431200,1565434800,4423,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565434800,1565438400,3498,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565438400,1565442000,2418,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565442000,1565445600,2039,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565445600,1565449200,1614,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565449200,1565452800,1059,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565452800,1565456400,548,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565456400,1565460000,308,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565460000,1565463600,183,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565463600,1565467200,119,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565467200,1565470800,109,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565470800,1565474400,107,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565474400,1565478000,259,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565478000,1565481600,770,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565481600,1565485200,1863,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565485200,1565488800,2760,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565488800,1565492400,3276,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565492400,1565496000,3657,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565496000,1565499600,3946,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565499600,1565503200,3639,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565503200,1565506800,3663,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565506800,1565510400,3670,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565510400,1565514000,3820,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565514000,1565517600,4118,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565517600,1565521200,4435,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565521200,1565524800,3572,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565524800,1565528400,2482,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565528400,1565532000,2068,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565532000,1565535600,1678,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565535600,1565539200,1047,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565539200,1565542800,566,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565542800,1565546400,303,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565546400,1565550000,184,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565550000,1565553600,132,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565553600,1565557200,112,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565557200,1565560800,117,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565560800,1565564400,241,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565564400,1565568000,713,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565568000,1565571600,1684,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565571600,1565575200,2433,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565575200,1565578800,3002,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565578800,1565582400,3515,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565582400,1565586000,3884,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565586000,1565589600,3567,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565589600,1565593200,3609,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565593200,1565596800,3639,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565596800,1565600400,3786,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565600400,1565604000,4097,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565604000,1565607600,4426,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565607600,1565611200,3495,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565611200,1565614800,2432,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565614800,1565618400,1924,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565618400,1565622000,1576,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565622000,1565625600,992,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565625600,1565629200,524,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565629200,1565632800,263,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565632800,1565636400,151,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565636400,1565640000,96,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565640000,1565643600,85,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565643600,1565647200,104,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565647200,1565650800,254,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565650800,1565654400,730,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565654400,1565658000,1579,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565658000,1565661600,2388,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565661600,1565665200,2957,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
1565665200,1565668800,3459,0,9415ac3c-cae9-4906-b65c-bc9c7a732c30
